id,lemma,secondaryForm,partOfSpeech,etymology
35766,širiti,,v.tr. ipf.,S
35767,"altana, altanka",,f.,S
35768,ljutnja,,f.,
35769,strělka,,f.,
35770,rektor,,m.anim.,I
35771,tvorèc,,m.anim.,
35772,sekvencija,,f.,
35773,mehanik,,m.anim.,
35774,hronikaŕ,,m.anim.,I
35775,kronikaŕ,,m.anim.,I
35776,izkydati,,v.tr. ipf.,
35777,izkydnųti,,v.tr. pf.,
35778,licencija,,f.,I
35779,prigraničny,,adj.,
35780,franksky,,adj.,
35781,pridati,(prida),v.tr. pf.,I
35782,pridavati,,v.tr. ipf.,D
35783,obćežitıje,,n.,F
35784,absurdnosť,,f.,E
35785,aglomeracija,,f.,I
35786,aktivitet,,m.,
35787,asociacija,,f.,F
35788,atraktivny,,adj.,
35789,egzotičny,,adj.,
35790,dramaturgija,,f.,I
35792,folklorny,,adj.,
35793,grant,,m.,
35794,globalizovati,,v.tr. ipf./pf.,I
35795,diagram,,m.,I
35796,luteransky,,adj.,I
35797,multikulturny,,adj.,I
35798,muslimanka,,f.,
35799,muslimansky,,adj.,
35800,prėklad,,m.,
35801,prėkladatelj,,m.anim.,I
35802,prėkladati,,v.tr. ipf.,
35803,prėložiti,,v.tr. pf.,
35804,praotèc,,m.anim.,
35805,segregacija,,f.,
35806,zemsky,,adj.,
35807,doktorat,,m.,
35808,genetika,,f.,I
35809,intrigovati,,v.tr. ipf.,E
35810,intrigujųći,,adj.,
35811,periodičny,,adj.,
35812,geriatrija,,f.,
35813,geriatričny,,adj.,
35814,imunitet,,m.sg.,
35815,imunny,,adj.,
35816,metabolizm,,m.sg.,I
35817,Kalifornija,,f.sg.,
35818,stadija,,f.,
35819,prevencija,,f.,I
35820,preventivny,,adj.,
35821,spusť,,f.,
35822,Eùropejka,,f.,I
35823,hameleon,,m.anim.,
35824,kamuflaž,,m.sg.,
35825,antologija,,f.,
35826,hrestomatija,,f.,
35827,čitateljnik,,m.,
35828,detonator,,m.,
35829,sakristija,,f.,I
35830,fuzija,,f.,
35831,neùtralizovati,,v.tr. ipf./pf.,
35832,neùtralizacija,,f.,
35833,Bizantija,,f.sg.,
35834,Bizantijska imperija,,f.sg.,I
35835,Carigrad,,m.sg.,
35836,Konstantinopol,,m.sg.,
35837,husit,,m.anim.,
35838,koptsky,,adj.,
35839,drågocěnnosť,,f.sg.,
35840,moravsky,,adj.,I
35841,numeričny,,adj.,I
35842,polusamoglåska,,f.,I
35843,začętıje,,n.,
35844,kontracepcija,,f.,
35845,steriľny,,adj.,
35846,sterilizovati,,v.tr. ipf./pf.,
35847,sterilizacija,,f.,
35848,peticija,,f.,
35849,odomašnjati,,v.tr. ipf.,I
35850,odomašniti,,v.tr. pf.,
35851,"sdešnji, sdešny",,adj.,
35852,zanepokojiti,,v.tr. pf.,I
35853,zanepokojeny,,adj.,I
35854,pomysliti,,v.tr. pf.,
35855,sarkastičny,,adj.,
35856,sarkazm,,m.sg.,
35857,kelner,,m.anim.,
35858,rezervovati,,v.tr. ipf.,
35859,zarezervovati,,v.tr. pf.,
35860,rezervacija,,f.,
35861,rezervat,,m.,
35862,poběgti,,v.intr. pf.,
35863,neostråžny,,adj.,
35864,neostråžno,,#adv.,
35865,"Egipćan, Egipćanin",,m.anim.,
35866,nasos,,m.,I
35867,interval,,m.,I
35868,aùtostop,,m.,I
35869,aùtostopovati,,v.intr. ipf./pf.,I
35870,aùtostopnik,,m.anim.,
35871,Bosnija,,f.sg.,I
35872,bilbord,,m.,
35873,dinar,,m.,I
35874,kafe,,n.indecl.,I
35875,kolhoz,,m.,I
35876,kondicioner,,m.,I
35877,klimatizator,,m.,I
35878,klimatizacija,,f.,I
35879,međugrådny,,adj.,I
35880,kotlet,,m.,
35881,neprivykly,,adj.,I
35882,prėocěnjati,,v.tr. ipf.,E
35883,prėocěniti,,v.tr. pf.,E
35884,udobstvo,,n.,
35885,obvęzny,,adj.,
35886,špala,,f.,
35887,podbirati,,v.tr. ipf.,
35888,podbrati,(podbere),v.tr. pf.,I
35889,najmě,,adv.,I
35890,kolorovati,,v.tr. ipf.,
35891,stremę,,n.,
35892,sěmèjstvo,,n.,
35893,džin,,m.,
35894,episkopaľny,,adj.,
35895,orakul,,m.anim.,I
35896,inspirovati,,v.tr. ipf./pf.,
35897,inspiracija,,f.,
35898,navigator,,m.anim.,I
35899,globus,,m.,
35900,Persija,,f.sg.,I
35901,persijsky,,adj.,I
35902,persijèc,,m.anim.,
35903,råzs’čityvati,,v.tr. ipf.,I
35904,sleng,,m.,I
35905,kreol,,m.,
35906,dekolonizacija,,f.sg.,
35907,Dalmatija,,f.sg.,
35908,dalmatinsky,,adj.,
35909,fantastika,,f.sg.,I
35910,generator,,m.,I
35911,knęžstvo,,n.,I
35912,konfederacija,,f.,I
35913,uniforma,,f.,
35914,kanoničny,,adj.,
35915,zagospodariti,,v.tr. pf.,
35916,neefektivny,,adj.,
35917,dovoditi do/k,,v.tr. ipf.,
35918,dovesti do/k,dovede,v.tr. pf.,
35919,epičsky,,adj.,
35920,legendarny,,adj.,
35921,manevrovati,,v.tr. ipf./pf.,
35922,sultan,,m.anim.,
35923,sultanat,,m.,
35924,utopizm,,m.sg.,
35925,spekulativny,,adj.,I
35926,gotsky,,adj.,I
35927,gotičsky,,adj.,I
35928,stabiľnosť,,f.,E
35929,nestabiľnosť,,f.,I
35930,obrazovateljny,,adj.,
35931,kohezija,,f.,I
35932,panaceja,,f.,I
35933,parametr,,m.,
35934,križenosèc,,m.anim.,
35935,semantika,,f.,I
35936,naklonjenıje,,n.,I
35937,finitny,,adj.,I
35938,odgovarjajųći,,adj.,
35939,tṙvanıje,,n.,I
35940,caŕsky,,adj.,I
35941,deklamovati,,v.tr. ipf./pf.,I
35942,dialektičny,,adj.,I
35943,diahroničny,,adj.,I
35944,distancevati sę,,v.refl. ipf./pf.,I
35945,fonetika,,f.sg.,F
35946,leksika,,f.,I
35947,melodičny,,adj.,I
35948,metrika,,f.,I
35949,neologizm,,m.,
35950,slogan,,m.,
35951,sionizm,,m.sg.,
35952,jidiš,,m.sg.,
35953,implantovati,,v.tr. ipf./pf.,I
35954,svahili,,m.indecl.,I
35955,nedŕžavny,,adj.,
35956,kubičny,,adj.,I
35958,s’råst,,m.,
35959,fehtovanıje,,n.sg.,
35960,sablja,,f.,
35961,sabljevanıje,,n.sg.,
35962,letòk,,m.,
35963,listovka,,f.,
35964,kompetentny,,adj.,I
35965,kompetentnosť,,f.,
35966,pretendovati na,(+4),v.intr. ipf./pf.,I
35967,pretenzija,,f.,I
35968,pretendovati,,v.tr. ipf./pf.,I
35969,orden,,m.,I
35970,karnaval,,m.,
35971,eminencija,,f.,
35972,tipologija,,f.,I
35973,tipologičny,,adj.,
35974,eksponencialny,,adj.,
35975,matrica,,f.,
35976,tvid,,m.,
35977,psalm,,m.,
35978,psaltyŕ,,m.,I
35979,odjebi sę!,,intj.,I
35980,zabiraj sę!,,intj.,I
35981,běgaj!,,intj.,I
35982,izmětaj sę!,,intj.,I
35983,izčezaj!,,intj.,I
35984,s’lězi iz mene!,,intj.,I
35985,prėtok rěky,,m.,E
35986,sljuda,,f.,E
35987,ležęći velosiped,,m.,E
35988,ležiped,,m.,I
35989,strašno,,adv.,I
35990,proklęto,,adv.,I
35991,diavòľsko,,adv.,I
35992,biskvit,,m.,I
35993,jebeno,,adv.,I
35994,bifštek,,m.,
35995,sosiska,,f.,
35996,hrěnviršla,,f.,
35997,pråhosòsaľnik,,m.,
35998,sokovnik,,m.,
35999,sokoiztiskivačka,,f.,I
36000,vųzkokolejka,,f.,
36001,vųzkokolejna dråga,,f.,I
36002,kabina,,f.,I
36003,meteorit,,m.,I
36004,opakovati,,v.tr. pf.,I
36005,opakovyvati,,v.tr. ipf.,I
36006,opakovanıje,,n.,I
36007,opakovka,,f.,I
36008,marker,,m.,I
36009,flomaster,,m.,I
36011,poděliti sę,,v.refl. pf.,I
36012,děliti sę,,v.refl. ipf.,
36013,strěha,,f.,I
36014,strěšna krytina,,f.,I
36015,orden,,m.,I
36016,ręd,,m.,
36017,probiti sę,(probije),v.refl. pf.,
36018,prodrèti sę,(prodere),v.refl. pf.,I
36020,prodirati sę,,v.refl. ipf.,F
36021,probijati sę,,v.refl. ipf.,I
36022,tranzitna viza,,f.,I
36023,gorsky lanèc,,m.,
36024,gorsko pasmo,,n.,I
36025,rędovy,(-ogo),m.anim.,I
36026,čelka,,f.,I
36027,frizer,,m.anim.,I
36028,brådobrivèc,,m.anim.,I
36029,pčelaŕstvo,,n.sg.,I
36030,svetr,,m.,I
36031,pulover,,m.,
36032,triumfaľny lųk,,m.,
36033,perforator,,m.,
36034,dirkovač,,m.,
36035,ščekotati,(ščekoče),v.tr. ipf.,
36036,loskotati,(loskoče),v.tr. ipf.,
36037,pomirjenıje,,n.sg.,I
36038,prės’měriti,,v.tr. pf.,
36039,prės’měrjati,,v.tr. ipf.,
36040,prės’měrjenıje,,n.,I
36041,pogaršati,,v.tr. ipf.,I
36042,pogoršiti,,v.tr. pf.,I
36043,nasilovanıje,,n.,I
36044,pŀzųća råstlina,,f.,I
36045,pŀzavica,,f.,
36046,najězdnik,,m.anim.,
36047,zagrabnik,,m.anim.,
36048,zagovornik,,m.anim.,
36049,konspirator,,m.anim.,
36050,zašijka,,f.,
36051,ovråtnik,,f.,I
36052,"sòočati sę s, sųočati sę s",,v.refl. ipf.,I
36053,"sòočiti sę s, sųočiti sę s",,v.refl. ipf.,D
36054,"uho, uško [@]",,n.,I
36055,opica,,f.,I
36056,požiraľnik,,m.,I
36057,dějanıja apostolov,,n.pl.,I
36058,stodola,,f.,
36059,ambar,,m.,
36060,plėva,,f.,
36061,plėvnja,,f.,
36062,drobjenèc,,m.,S
36063,gruby pěsòk,,m.,I
36064,kozyŕ,,m.,I
36065,atut,,m.,I
36066,magnat,,m.anim.,I
36067,papaja,,f.,I
36068,grejpfrut,,m.,E
36069,pomelo,,n.,I
36070,kivi,,n.indecl.,F
36071,mango,,n.,
36072,datulja,,f.,E
36073,finik,,m.,I
36074,avokado,,n.,I
36075,marakuja,,f.,
36076,šipka,,f.,I
36077,olejna rěpka,,f.,
36078,rěpka,,f.,
36079,grozdinka,,f.,
36080,neporušimy,,adj.,
36081,neporušimosť,,f.,
36082,nedotykajemy,,adj.,
36083,nedotykajemosť,,f.,
36084,integritet,,m.,
36085,morva,,f.,
36086,tutovo drěvo,,n.,I
36087,fjuzelaž,,m.,
36088,tělo samoleta,,n.,
36089,zaviděti,(zavidi),v.intr. ipf.,I
36090,partnerka,,f.,
36091,duel,,m.,I
36092,dvoboj,,m.,I
36093,tvarog,,m.,I
36094,glug-glug,,intj.,I
36095,bulj-bulj,,intj.,I
36096,seržant,,m.anim.,I
36097,škodnik,,m.anim.,I
36098,čuma,,f.,I
36099,mjau,,intj.,
36100,gųsak,,m.anim.,E
36101,zaměna,,f.,I
36102,językolomka,,f.,I
36103,kapela,,f.,
36104,Vitlejem,,m.,
36105,poklon,,m.,I
36106,smyčèk,,m.,I
36107,pralna mašina,,f.,I
36108,považeny,,adj.,I
36109,dominanta,,f.,I
36110,sonet,,m.,I
36111,Brajlovo pismo,,n.,
36112,dresura,,f.,I
36113,kategorizovati,,v.tr. ipf./pf.,
36114,nedopustimy,,adj.,
36115,notacija,,f.,I
36116,zapis,,m.,I
36117,protivraketna obråna,,f.,F
36118,vseznajųći,,adj.,I
36119,vsevědųći,,adj.,I
36120,pozitivno čislo,,n.,I
36121,plodnosť,,f.,I
36122,Svęty Graal,,m.,
36123,dekolt,,m.,
36124,znak citovanıja,,f.,I
36125,sněžny člověk,,m.,I
36126,gnom,,m.anim.,
36127,ritual,,m.,I
36128,rituaľny,,adj.,I
36129,satira,,f.,I
36130,satiričny,,adj.,
36131,norma,,f.,I
36132,dihotomija,,f.,
36133,ekvivalentny,,adj.,I
36134,råvnoznačny,,adj.,
36135,samoubijny,,adj.,
36136,ośmonog,,m.anim.,
36137,pribivati,,v.tr. ipf.,I
36138,pribiti,(pribije),v.tr. pf.,
36139,poljny konik,,m.,I
36140,saranča,,f.,I
36142,měste izbory,,m.pl.,I
36143,rędòk,,m.,I
36144,myḓľnica,,f.,I
36145,podstavka na myḓlo,,f.,I
36146,povodom,,prep.,I
36147,po slučaju,,prep.,E
36148,nedostavati,,v.intr. ipf.,I
36149,termin dostojenstva,,m.,I
36150,zip u nogavic,,m.,I
36151,stųpnica,,f.,I
36152,zvukoręd,,m.,
36153,bronzova doba,,f.,I
36154,kamenna doba,,f.,
36155,sako,,n.,D
36156,klasičny kostjum,,m.,I
36157,vinna loza,,f.,I
36158,loza,,f.,
36159,palmeta,,f.,
36160,žestoky,,adj.,I
36161,tesati,(teše),v.tr. ipf.,I
36162,neženjenèc,,m.anim.,I
36163,pubertet,,m.,I
36164,krajèc,,m.,I
36165,organ,,m.,I
36166,organ,,m.,I
36167,pozyvati sę na,(+4),v.refl. ipf.,I
36168,pozvati sę na,(+4),v.refl. pf.,I
36169,podòšva,,f.,I
36170,diskretny,,adj.,I
36171,kradom,,adv.,I
36172,s’kryto,,adv.,E
36173,dizajn,,m.,I
36174,romb,,m.,I
36175,bezmytny,,adj.,
36176,mytnica,,f.,
36177,perlovo proso,,n.,
36178,gaće,(gaćij),f.pl.,
36179,bočny poględ,,m.,
36180,prėnapinati,,v.tr. ipf.,
36181,prėnapęti,,v.tr. pf.,
36182,deprimovati,,v.tr. ipf./pf.,
36183,depresivny,,adj.,
36184,deprimovany,,adj.,
36185,personifikacija,,f.,
36186,uosobjenıje,,n.,
36187,vòplòćati,,v.tr. ipf.,
36188,vòplòtiti,,v.tr. pf.,F
36189,v’těljenıje,,n.,
36190,aneksija,,f.,E
36191,aneksovati,,v.tr. ipf./pf.,F
36192,utělesnjati,,v.tr. ipf.,
36193,utělesniti,,v.tr. pf.,
36194,råzstrojstvo,,n.,
36195,dodatno,,adv.,
36196,dodatny,,adj.,
36197,gospodica,,f.,
36198,Kremlj,,m.,I
36201,faklja,,f.,I
36202,glåvnja,,f.,
36203,polěno,,n.,
36204,voziḓlo na vòzdušnoj poduškě,,n.,
36205,sočevica,,f.,
36206,kontaktna sočevica,,f.,E
36207,krajny termin,,m.,E
36208,skvoter,,m.anim.,
36209,baskijsky,,adj.,
36210,Bask,,m.anim.,
36211,Krajina Baskov,,f.,
36212,na polovině drågy,,adv.,
36213,koordinacija,,f.,
36214,prėsědanıje,,n.,
36215,prėsědati,,v.intr. ipf.,
36216,prėsęsti,(prėsęde),v.intr. pf.,
36217,råzloženıje klaviatury,,n.,
36218,obšivka,,f.,I
36219,obšitıje,,f.,
36220,skųpy,,adj.,
36221,radiotelevizijna korporacija,,f.,
36222,obložka,,f.,
36223,I slěpa veverica poněkògda najde orěh,,phrase,F
36224,i ... i ...,,conj.,F
36225,věrolomnik,,m.anim.,
36226,izdajnik,,m.anim.,E
36227,renegat,,m.anim.,E
36228,odstųpnik,,m.anim.,
36229,vojenny stan,,m.,I
36230,leděna svěća,,f.,
36231,interier,,m.,
36232,interierny dizajn,,m.,
36233,po strělkě časovnika,,adv.,
36234,v s’měru strělky časovnika,,adv.,
36235,pelerina,,f.,
36236,naglåvna nametka,,f.,
36237,suknja,,f.,
36238,narcis,,m.,
36239,narcizm,,m.,
36240,narcističny,,adj.,
36241,roditeljsky,,adj.,
36242,dopŀniteljny,,adj.,
36243,kursor,,m.,
36244,podložka,,f.,
36245,podložka dlja myši,,f.,I
36246,zŕneno-žitne kuľtury,,f.pl.,
36247,metaličny,,adj.,
36248,pesticid,,m.,
36249,milovati,,v.tr. ipf.,
36250,napajati,,v.tr. ipf.,
36251,hudnųti,,v.intr. ipf.,
36252,s’hudnųti,,v.intr. pf.,
36253,gubiti tęžinų,,v.intr. ipf.,
36254,izgubiti tęžinų,,v.intr. pf.,
36255,čajny paketik,,m.,T
36256,čajna vrėčka,,f.,
36257,vrėća,,f.,
36258,iglasty,,adj.,
36259,iglasty lěs,,m.,
36260,hvojny lěs,,m.,
36261,kinooperator,,m.anim.,I
36262,mazati,(maže),v.tr. ipf.,I
36263,obmazati,(obmaže),v.tr. pf.,I
36264,prėnositi,,v.tr. ipf.,E
36265,prėnesti,,v.tr. pf.,I
36266,nosovy ubrusok,,m.,I
36267,opeklina,,f.,I
36268,popaljenina,,f.,
36269,voziti sę,,v.refl. ipf.,
36270,vezti sę,,v.refl. pf.,I
36271,po svaťbě povęzany,,adj.,I
36272,panda,,f.,
36273,syrovatka,,f.,
36274,kokos,,m.,
36275,kokosovy orěh,,m.,
36276,kokosova palma,,f.,
36277,liči,,n.indecl.,
36279,granat,,m.,
36280,granatno jablòko,,n.,
36281,granata,,f.,I
36282,bòzina,,f.,
36283,afrodiziak,,m.,
36284,narkomanija,,f.,F
36285,narkoza,,f.,
36286,karikatura,,f.,
36287,film rysovany,,m.,I
36288,film čŕtany,,m.,I
36289,komiks,,m.,
36290,motocikl,,m.,
36291,onomatopeja,,f.,
36292,triler,,m.,
36293,sikvel,,m.,F
36294,prodŀženıje,,n.,
36295,råzkaznik,,m.anim.,
36296,povědač,,m.anim.,
36297,zombi,,m.anim.,
36298,registracijny znak,,m.,
36299,registracijna tablica,,f.,
36300,proryv,,m.,I
36301,prolom,,m.,
36302,pat,,m.,
36303,podpis,,m.,
36304,stabilizacija,,f.,
36305,sporadično,,adv.,
36306,specializacija,,f.,I
36307,strukturny,,adj.,F
36308,kult,,m.,I
36309,obsesija,,f.,I
36310,nadprirodny,,adj.,I
36311,vějaḓlo,,n.,
36312,vějaŕ,,m.,I
36313,uskorjenıje,,n.,
36314,skotobojnja,,f.,
36315,apokaliptičny,,adj.,
36316,apokalipsa,,f.,
36317,komentator,,m.anim.,
36318,pohota,,f.,
36319,notoričnosť,,f.,I
36320,odvykati,,v.tr. ipf.,F
36321,odvykati sę,,v.refl. ipf.,
36322,odvyknųti,,v.tr. pf.,
36323,odvyknųti sę,,v.refl. pf.,I
36324,zavisnosť,,f.,I
36325,zavisny,,adj.,I
36326,ebenovo drěvo,,n.,I
36327,polder,,m.,I
36328,okònnica,,f.,I
36329,transkribovati,,v.tr. ipf./pf.,I
36330,kancler,,m.anim.,I
36331,amnezija,,f.,
36332,intensivnosť,,f.,
36333,replika,,f.,
36334,lesbijka,,f.,
36335,lesbijsky,,adj.,
36336,mękkotěly,(-ogo),m.anim.,
36337,masakra,,f.,
36338,midija,,f.,
36339,nepopravimy,,adj.,
36340,dramatično,,adv.,
36341,i tako dalje,,adv.,
36343,i t.d.,,adv.,
36344,prěkryvati sę,,v.refl. ipf.,
36345,prěkryvańje,,n.,
36346,pričisljati k,,v.tr. ipf.,
36347,pričisliti k,,v.tr. pf.,
36348,aerodinamičny,,adj.,I
36349,aerodinamika,,f.sg.,
36350,racionalizovati,,v.tr. ipf./pf.,
36351,racionalizovany,,adj.,
36352,optimizovati,,v.tr. ipf./pf.,
36353,cěljeva grupa,,f.,D
36354,minimalizm,,m.sg.,F
36355,minimalističny,,adj.,
36356,domen,,m.,
36357,domenno imę,,n.,I
36358,cěljevy język,,m.,
36359,svęznik,,m.,
36360,pręslica,,f.,
36361,glųbinny,,adj.,I
36362,drågy,,adj.,
36363,idiomatičny,,adj.,I
36364,Indijec,,m.anim.,I
36365,Indijka,,f.,
36366,lihy,,adj.,
36367,piedestal,,m.,
36368,pograničje,,n.,I
36369,kaseta,,f.,
36370,predikat,,m.,
36371,prěstųpati,,v.tr. ipf.,E
36372,prěstųpiti,,v.tr. pf.,I
36373,elektrik,,m.anim.,
36374,elektrotehnik,,m.anim.,
36375,pěnna kųpělj,,f.,
36376,blåtna kųpělj,,f.,
36377,šljuz,,m.,
36378,rodoslovje,,n.,
36379,rěpa,,f.,
36380,jugoiztočny,,adj.,I
36381,jugoiztok,,m.sg.,I
36382,jugovȯzhod,,m.sg.,I
36383,jugovȯzhodny,,adj.,I
36384,jugozapad,,m.sg.,
36385,jugozapadny,,adj.,
36386,odvęzyvati,,v.tr. ipf.,
36387,odvęzati,,v.tr. pf.,
36388,råzširjati sę,,v.refl. ipf.,I
36389,prěstol,,m.,I
36390,cirkumfleks,,m.,
36391,bankrot,,m.anim.,
36392,bajonet,,m.,
36393,sliti,,v.tr. pf.,
36394,slivati,,v.tr. ipf.,
36395,kontejner,,m.,
36396,izlivati,,v.tr. ipf.,
36397,neposědlivosť,,f.,G
36398,strěćati sę,,v.refl. ipf.,
36399,strěsti sę,,v.refl. pf.,
36400,poddŕžka,,f.,
36401,stojka,,f.,
36402,iměti smysl,,v. ipf.,
36403,utvŕđati,,v.tr. ipf.,
36404,utvŕditi,,v.tr. pf.,E
36405,tykati,,v.tr. ipf.,
36406,#vykati,,v.tr. ipf.,
36407,gekon,,m.anim.,
36408,transportovati,,v.tr. ipf./pf.,
36409,uspravědlivjati,,v.tr. ipf.,I
36410,zasada,,f.,
36411,råzkvartirovati,,v.tr. pf.,
36412,råzkvartirovańje,,n.sg.,
36413,aranževati,,v.tr. ipf./pf.,
36414,aranžman,,m.,
36415,drob,,m.,
36416,fonologičny,,adj.,
36417,font,,m.,
36418,neizměnjeny,,adj.,
36419,zaščićati,,v.tr. ipf.,
36420,vědomo,,adv.,
36421,bodnųti,,v.tr. pf.,
36422,bodnųti sę,,v.refl. pf.,
36423,kapusta,,f.,I
36424,doktor,,m.anim.,
36425,izsěkati,,v.tr. ipf.,
36426,izseliti sę,,v.refl. pf.,
36427,izseljati sę,,v.refl. ipf.,F
36428,poddati,,v.tr. pf.,I
36429,žęđa,,f.,
36430,zvon,,m.,
36431,zubrova trava,,f.,I
36432,zapaljeńje,,n.,
36433,domašnja gospodynja,,f.,
36434,množstvo,,n.,I
36435,lišati,,v.tr. ipf.,I
36436,krvavjeńje,,n.,I
36437,imitacija,,f.,
36438,imitovati,,v.tr. ipf./pf.,
36439,Aztek,,m.anim.,I
36440,aztečsky,,adj.,
36441,deprimujųći,,adj.,
36442,filozofsky,,adj.,
36443,nerědko,,adv.,
36444,pograničny,,adj.,
36445,podråzděl,,m.,
36446,podtip,,m.,
36447,informatika,,f.sg.,
36448,informatik,,m.anim.,
36449,novogrėčsky,,adj.,
36450,starogrėčsky,,adj.,
36451,medium,,m.anim.,
36452,oživjati,,v.tr. ipf.,
36453,prostačsky,,adj.,
36454,råzpoznavajemy,,v.tr. ipf.,
36455,råzpoznavajemosť,,f.sg.,
36456,podmnožstvo,,n.,
36457,nadmnožstvo,,n.,I
36458,uzurpovati,,v.tr. ipf./pf.,
36459,uzurpator,,m.anim.,
36460,kvalifikacija,,f.,
36461,utilitarny,,adj.,
36462,koronavirus,,m.,
36463,fragmentarny,,adj.,
36464,postulat,,m.,
36465,postulovati,,v.tr. ipf./pf.,
36466,prěduslovje,,n.,
36467,daoizm,,m.,
36468,skandaľny,,adj.,I
36469,sandala,,f.,
36470,šiška,,f.,I
36471,zabarikadovati,,v.tr. pf.,
36472,akolada,,f.,
36473,bljudo,,n.,I
36474,izběgati,,v.intr. ipf.,I
36475,izběgti,,v.intr. pf.,I
36476,pomfritky,,f.pl.,
36477,točiti sę,,v.refl. ipf.,I
36478,komfortny,,adj.,
36479,jęčmenj,,m.,I
36480,Java,,f.sg.,I
36481,javansky,,adj.,I
36482,Grenlandija,,f.sg.,I
36483,grenlandsky,,adj.,
36484,Farerske ostrovy,,m.pl.,
36485,farersky,,adj.,E
36486,Filipiny,,f.pl.,I
36487,filipinsky,,adj.,I
36488,Botsvana,,f.sg.,E
36489,topografija,,f.sg.,E
36490,topografičny,,adj.,S
36491,protektorat,,m.,
36492,žiťjesposobnosť,,f.sg.,
36493,kolonizator,,m.anim.,I
36494,kolonist,,m.anim.,
36495,oseljenėc,,m.anim.,
36496,prisvojeńje,,n.sg.,
36497,zaključeńje,,n.,
36498,pogrebati,,v.tr. ipf.,I
36499,pogrebti,,v.tr. pf.,
36500,sanje,,f.pl.,
36501,sańky,,f.pl.,I
36502,bobslej,,m.,I
36503,revti,,v.intr. ipf.,I
36504,zarevti,,v.intr. pf.,I
36505,rev,,m.,I
36506,skryvališče,,n.,
36507,ukryťje,,n.,
36508,směška,,f.,
36509,posměšišče,,n.,
36510,Zambija,,f.,
36511,Zimbabve,,n.,I
36512,duplo,,n.,I
36513,dupja,,f.,I
36514,zadŕžati,,v.tr. pf.,
36515,zadŕživati,,v.tr. ipf.,I
36516,zadovaljati sę,,v.refl. ipf.,
36517,zadovoliti sę,,v.refl. pf.,
36518,zamknųty,,adj.,
36519,znamenitosť,,f.,
36520,žestoky,,adj.,
36521,revanš,,m.,
36522,prirodne resursy,,m.pl.,I
36523,prošćati sę,,v.refl. ipf.,N
36524,prêhoditi ulicų,,phrase,
36525,prêjdti ulicų,,phrase,I
36526,světovy,,adj.,G
36527,světova vojna,,f.,I
36528,fiskaľny,,adj.,I
36529,kisla smetana,,f.,I
36530,črvilo,,n.,I
36531,ruž,,m.,I
36532,izslušivati,,v.tr. ipf.,
36533,izslušati,,v.tr. pf.,I
36534,podȯjdti,,v.intr. pf.,
36535,sojka,,f.,
36536,gimnastika,,f.,
36537,animacija,,f.,
36538,karuselj,,f.,
36539,kolěbanka,,f.,
36540,safari,,n.,
36541,tost,,m.,
36542,toster,,m.,
36543,krųžno križišče,,n.,
36544,ozdobny,,adj.,
36545,predator,,m.anim.,
36546,klåtiti sę,,v.refl. ipf.,
36547,izlęgti,,v.tr. pf.,
36548,lęgti sę,,v.refl. ipf.,
36549,izlęgti sę,,v.refl. pf.,
36550,ulov,,m.,
36551,maljaŕ,,m.anim.,
36552,jajėčna skorlupa,,f.,
36553,tancor,,m.anim.,
36554,tancorka,,f.,
36555,uvęznųti,,v.intr. pf.,
36556,nadir,,m.,
36557,spodobati sę,,v.refl. pf.,
36558,podgoŕje,,n.,
36559,vȯzvyšeny,,adj.,
36560,vȯzkrešeńje,,n.,
36561,Ilinojs,,m.sg.,
36562,osetinsky,,adj.,
36563,Pridněstrovje,,n.sg.,
36564,pridněstrovsky,,adj.,
36565,abhazsky,,adj.,
36566,Adžarija,,f.sg.,
36567,Tatarstan,,m.sg.,
36568,tatarsky,,adj.,
36569,baškirsky,,adj.,
36570,Čuvašija,,f.sg.,
36571,televizor,,m.,
36572,pogovoriti,,v.intr. pf.,
36573,iskańje,,n.,
36574,aplikacija,,f.,
36575,prědustavjeńje,,n.,
36576,proslavjati,,v.tr. ipf.,
36577,kari,,n.,
36578,proslaviti,,v.tr. pf.,
36579,proslavjati,,v.tr. ipf.,
36580,slaviti sę,,v.refl. ipf.,
36581,proslavjati sę,,v.refl. ipf.,
36582,proslaviti sę,,v.refl. pf.,
36583,slaviti,,v.tr. ipf.,
36584,slavjeńje,,n.sg.,
36585,cělo čislo,,n.,
36586,kat,,m.,
36587,kompletno,,adv.,
36588,zaležny,,adj.,
36589,zaležnosť,,f.sg.,
36590,zaležno,,adv.,
36591,pokloniti sę,,v.refl. pf.,
36592,brjušny,,adj.,
36593,termin,,m.,
36594,tribuna,,f.,
36595,podkryvje,,n.,
36596,mjaukati,,v.intr. ipf.,
36597,mjauknųti,,v.intr. pf.,
36598,priględati sę,,v.refl. ipf.,
36599,priględěti sę,,v.refl. pf.,
36600,prěocěnjati,,v.tr. ipf.,
36601,prěocěniti,,v.tr. pf.,
36602,matematičny,,adj.,
36603,kolekcija,,f.,
36604,člověkoljubivy,,adj.,
36605,filantrop,,m.anim.,
36606,filantropičny,,adj.,
36607,filantropija,,n.sg.,
36608,nutrija,,f.,
36609,izpȯlnjeńje,,n.sg.,
36610,obvęzno,,adv.,
36611,skript,,m.,
36612,neživy,,adj.,
36613,zabezpečati,,v.tr. ipf.,
36614,zabezpečiti,,v.tr. pf.,
36615,zabezpečeńje,,n.,
36616,sųćnosť,,f.,
36617,subjekt,,m.,
